assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,gender,cksupport1,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
112893,255,255,420000,32,31,35,2018,35,244,205,255,2,26,181,2,32,244,31,181,Inter Miami,205,0,-1,0,158023,0,8,-1,65,0,2,4,0,8,0,2,17417,19,1,805,112606,0,1,76,0,75,76,78,-80,1,72,2,-1,72,1,0,0,189332,131584,0,158023,0,0,0,0,0,4,158023,3,112893,0,131584,0,0,0,158023,0,0,158023,0,0,0,6,0,75,41,8,-5,158023,0,158023,2,2,0,0,366,0,-1,263168,78
112908,12,12,45000,255,1,255,1958,1,7,1,12,1,0,38,1,1,1,255,1,Independiente del Valle,127,0,-1,0,274559,0,9,-1,65,0,2,4,0,5,0,0,12000,0,0,783,110986,0,1,68,3,68,68,68,78,1,67,2,-1,67,1,0,0,274559,131712,0,274559,0,0,0,0,1,3,274559,10,112908,2,164480,0,0,1,253341,0,0,274559,0,1,0,1,0,68,74,6,-4,242492,0,274559,7,7,0,0,316,0,-1,263296,68
112914,83,110,12500,250,250,250,2012,250,118,250,176,1,10,50,1,250,250,250,250,Metropolitanos FC,200,0,-1,0,253775,0,6,-1,30,0,2,0,0,1,0,0,9800,0,0,800,110989,0,1,64,0,64,64,64,-66,3,64,1,-1,64,0,0,0,253775,4202512,0,253775,0,0,0,0,0,5,253775,3,112914,0,561168,0,0,0,253777,0,0,253775,0,1,0,1,0,64,74,5,-4,253777,0,253775,7,1,0,0,316,0,-1,526352,64
112965,1,1,8500,255,255,255,1919,255,159,255,1,1,-27,43,1,255,255,255,255,Central Córdoba,45,0,-1,0,70203,0,1,-1,50,0,2,4,0,2,0,1,28000,0,0,763,111708,0,1,65,3,66,65,65,-64,2,66,1,-1,66,1,1,0,279776,263232,2,279776,0,0,0,0,0,4,279776,1,112965,0,4202560,0,0,1,70203,0,0,279776,0,0,0,1,0,67,129,1,-3,263418,0,279776,7,1,0,0,316,0,-1,528448,64
112979,0,0,4530,255,255,255,2014,255,129,160,160,1,32,193,1,255,0,255,0,Nantong Zhiyun,255,0,-1,0,207740,0,2,-1,30,0,1,0,0,3,0,0,15000,0,1,921,116360,0,1,61,1,60,61,65,120,2,60,0,-1,60,0,0,0,276523,4195328,0,276523,0,0,0,0,0,2,276523,7,112979,0,532480,0,0,0,226186,0,0,207740,0,0,0,2,0,60,156,8,8,239545,0,207740,4,1,0,0,316,0,-1,528384,65
112985,1,1,5480,250,250,250,2001,250,1,153,153,1,38,1,1,250,1,250,1,Cangzhou Mighty Lions,153,0,-1,0,210870,0,2,-1,50,0,2,4,0,3,0,0,60000,0,1,448,116360,0,1,61,1,61,61,69,114,2,59,0,-1,59,0,0,0,210870,263424,0,210870,0,0,0,0,0,4,210870,6,112985,0,4202752,0,0,0,227970,0,0,210870,0,0,0,2,0,61,156,7,8,203276,0,210870,4,1,0,0,316,0,-1,528640,69
112996,1,1,427500,110,1,196,2014,1,250,1,1,2,34,250,2,1,1,158,1,Los Angeles FC,250,0,-1,0,225951,0,8,-1,65,0,1,4,0,8,0,1,22000,9,1,606,697,0,1,72,1,73,72,77,-118,1,71,0,-1,71,1,0,0,225951,131712,0,225951,0,0,0,0,0,3,225951,6,112996,0,164480,0,0,0,199562,0,0,225951,0,1,0,6,0,73,41,7,-8,225951,0,225951,2,5,0,0,366,0,-1,263296,77
113002,255,255,0,6,1,241,1972,1,255,1,255,3,51,255,3,1,1,6,1,England Women,255,0,-1,0,257008,0,10,-1,65,0,2,4,0,0,0,0,90000,0,0,0,113004,0,1,84,1,84,84,86,0,1,84,0,-1,84,0,0,0,227254,131716,0,257008,1,0,0,0,0,4,257001,0,113002,0,180868,0,0,0,227254,0,0,257001,0,0,0,3,0,84,141,0,0,243404,0,257001,2,8,0,0,366,0,-1,263300,86
113003,73,16,0,255,30,255,1904,30,255,30,128,3,48,1,3,30,30,255,30,France Women,1,0,-1,0,227353,0,10,-1,65,0,1,4,0,0,0,0,67394,0,1,0,113004,0,1,84,1,84,84,86,2,2,85,0,-1,85,1,0,0,227353,132232,0,261733,1,0,0,0,0,1,261733,0,113003,0,188552,0,0,0,227316,0,0,227353,0,0,0,4,0,84,141,0,1,246272,0,227353,2,9,0,0,366,0,-1,266376,86
113004,255,255,0,1,210,1,1982,210,255,210,255,3,51,255,3,210,210,1,210,Germany Women,255,0,-1,0,247788,4,10,-1,50,0,2,4,0,0,0,0,30210,0,0,0,113002,0,1,83,1,83,83,84,7,2,83,1,-1,83,0,0,0,226375,263296,0,248822,1,0,0,0,0,2,247788,0,113004,0,4219008,0,0,0,247788,0,0,248822,0,0,0,4,0,83,110,0,1,244302,0,247788,2,8,0,0,366,0,-1,528512,84
113007,5,164,0,255,30,255,1902,30,17,30,1,2,59,51,2,30,30,255,30,Norway Women,210,0,-1,0,227102,0,10,-1,50,0,2,4,0,0,0,0,27200,0,1,0,113008,0,1,80,1,79,80,85,10,3,74,0,-1,74,0,0,0,227102,266368,0,227323,1,0,0,0,0,2,227102,0,113007,0,4229248,0,0,0,227282,0,0,227102,0,0,0,7,0,79,141,0,1,227323,0,227102,2,5,0,0,366,0,-1,526464,85
113008,221,253,0,180,169,1,1904,169,250,169,26,2,57,210,2,169,169,106,169,Sweden Women,5,0,-1,0,226973,0,10,-1,65,0,2,4,0,0,0,0,16596,0,1,0,113007,0,1,78,1,79,78,80,11,2,79,0,-1,79,0,0,0,226998,132224,0,226998,1,0,0,0,0,1,226973,0,113008,0,188544,0,0,1,226998,0,0,226973,0,0,0,7,0,79,110,0,1,226973,0,226973,2,6,0,0,366,0,-1,266368,80
113009,7,241,0,92,234,0,1985,234,255,234,16,3,47,255,3,234,234,37,234,United States Women,255,0,-1,0,232075,0,10,-1,65,0,2,4,0,0,0,0,37722,0,1,0,113012,2,1,83,15,84,83,86,-122,3,82,0,-1,82,1,0,0,231432,135552,0,232075,1,0,0,0,0,2,232075,0,113009,0,133504,0,0,1,231432,1,0,232075,0,0,0,6,0,84,141,0,-8,264012,0,232075,2,7,0,0,366,0,-1,264576,86
113010,124,12,0,255,255,255,1923,255,255,255,68,2,19,1,2,255,255,255,255,Mexico Women,1,0,-1,0,228724,0,10,-1,50,0,2,4,0,0,0,0,81070,0,1,314,113009,0,1,74,1,74,74,76,-99,2,71,0,-1,71,1,0,0,228724,263424,0,228724,1,0,0,0,0,3,228724,0,113010,0,4219136,0,0,0,241224,0,0,228724,0,0,0,1,0,74,110,0,-6,228724,0,228724,7,1,0,0,366,0,-1,528640,76
113011,87,248,0,255,66,255,1971,35,244,66,23,2,52,124,2,66,35,255,66,Holland Women,34,0,-1,0,233756,0,10,-1,65,0,2,4,0,0,0,0,55885,0,1,0,113004,0,1,80,1,80,80,81,4,2,80,0,-1,80,1,0,0,233756,132224,0,240714,1,0,0,0,0,3,240714,0,113011,0,155776,0,0,0,233747,0,0,233756,0,0,0,4,0,80,141,0,1,233756,0,233756,2,5,0,0,366,0,-1,266368,81
113012,8,181,0,25,1,255,1983,1,200,1,16,3,40,44,3,1,1,173,1,Spain Women,22,0,-1,0,227192,0,10,-1,90,0,2,4,0,0,0,0,68456,0,0,0,113003,0,1,87,1,84,87,83,-3,1,82,0,-1,82,0,0,0,227192,66184,0,227192,1,0,0,0,0,4,227203,0,113012,0,115336,0,0,0,227192,0,0,227203,0,0,0,4,0,84,110,0,1,227192,0,227203,2,10,0,0,366,0,-1,132232,83
113018,0,224,175000,54,5,5,2020,5,255,5,77,1,38,255,1,5,5,26,5,St. Louis City SC,255,0,-1,0,238072,0,2,-1,65,0,2,4,0,2,0,0,22500,0,1,832,696,0,1,69,1,69,69,72,90,2,67,0,-1,67,1,0,0,238072,132224,1,238072,0,0,0,0,0,1,233125,2,113018,0,139392,0,0,0,189117,0,0,238072,0,0,0,6,0,69,41,2,-6,242092,0,238072,2,1,0,0,316,0,-1,266368,72
113029,149,248,18000,142,248,73,1946,248,66,248,41,1,8,185,1,248,248,90,248,Universidad César Vallejo,215,0,-1,0,222065,0,5,-1,50,0,2,0,0,1,0,0,25000,0,2,847,111014,0,2,66,3,67,66,68,79,2,67,2,-1,67,2,0,0,222065,263168,0,222065,0,0,0,0,0,2,222065,1,113029,0,4218880,0,0,0,212509,1,0,222065,0,0,0,1,0,67,74,2,-5,222065,0,222065,7,3,0,1,316,0,-1,528384,68
113037,250,250,10500,29,30,224,1953,30,10,30,250,1,24,10,1,30,30,36,30,Al Riyadh,10,0,-1,0,212729,0,3,-1,30,0,2,4,0,2,0,0,15000,0,1,405,605,0,1,69,3,67,69,67,46,2,62,0,-1,62,0,0,0,212729,4195344,0,212729,0,0,0,0,0,5,212729,4,113037,0,581648,0,0,1,275549,0,0,212729,0,0,0,1,0,67,64,8,3,236373,0,212729,9,2,0,0,316,0,-1,528400,67
113040,250,250,1500,23,100,219,2014,30,250,60,250,1,26,250,1,60,30,18,100,NorthEast United,250,0,-1,0,205158,0,2,-1,30,0,2,4,0,2,0,0,35000,0,1,734,113146,0,1,58,3,58,58,68,91,3,53,1,-1,55,1,0,0,220446,4202768,0,220446,0,0,0,0,0,2,220446,5,113040,0,561424,0,0,0,230306,0,0,205158,0,0,0,1,0,57,133,7,6,230306,0,205158,9,1,0,0,316,0,-1,526608,70
113044,3,227,7000,255,255,255,1904,255,227,255,22,1,-34,3,1,255,255,255,255,Barracas Central,22,0,-1,0,266867,0,1,-1,30,0,2,4,0,1,0,2,4400,0,0,82,115472,0,1,68,3,70,71,67,-58,3,69,1,-1,67,1,1,0,266867,4202496,0,272946,0,0,0,0,0,4,272946,3,113044,0,528384,0,0,1,258528,0,0,266867,0,0,0,1,0,68,129,8,-3,266867,0,266867,7,1,0,0,316,0,-1,526336,66
113057,255,255,40100,1,50,244,1953,45,1,140,255,1,25,1,1,140,45,177,50,Al Fayha,255,0,-1,0,244391,4,5,-1,30,0,1,4,0,2,0,0,7000,0,0,592,112392,0,1,68,3,67,66,69,45,3,65,1,-1,65,0,0,0,245377,4202560,0,245377,0,0,0,0,1,2,245377,5,113057,0,561216,0,0,1,239126,0,0,244391,0,0,0,1,0,67,64,4,3,244391,0,244391,9,3,0,0,316,0,-1,526400,68
113060,161,68,17000,250,30,250,1976,30,250,30,255,1,17,250,1,30,30,250,30,Al Okhdood,250,0,-1,0,230764,0,2,-1,30,0,2,4,0,1,0,0,12000,0,0,334,113217,0,1,69,1,66,70,65,44,2,62,0,-1,62,1,0,0,230764,4195328,0,230764,0,0,0,0,0,1,230764,5,113060,0,532480,0,0,1,235514,1,0,230764,0,0,0,1,0,65,64,7,3,230764,0,230764,9,2,0,0,316,0,-1,528384,64
113142,127,255,36950,80,255,35,1948,255,254,255,39,1,36,254,1,255,255,160,255,Corendon Alanyaspor,254,0,-1,0,234870,0,2,-1,30,0,2,4,0,2,0,0,10842,44,1,20,741,0,1,69,0,68,69,71,32,1,66,2,-1,68,1,0,0,234870,4194832,0,234870,0,0,0,0,0,2,234870,3,113142,0,541200,0,0,1,234870,0,0,234870,0,0,0,1,0,68,179,8,3,212260,0,234870,9,1,0,0,316,0,-1,525328,71
113146,45,168,7100,48,107,0,2020,19,250,54,48,1,22,250,1,54,19,88,107,Mohun Bagan Super Giant,250,0,-1,0,253479,0,9,-1,65,0,2,4,0,6,0,0,85000,0,1,727,111629,0,1,62,3,64,63,67,88,3,65,1,-1,64,1,0,0,202208,139328,0,253479,0,0,0,0,0,4,219948,4,113146,0,184384,0,0,0,245165,0,0,202208,0,2,0,1,0,63,133,2,6,202208,0,202208,9,4,0,0,316,0,-1,264256,69
113149,56,33,226500,30,51,240,2018,51,255,51,129,1,39,255,1,51,51,82,51,FC Cincinnati,255,0,-1,0,221634,0,5,-1,65,0,2,4,0,5,0,0,26000,0,1,711,687,2,1,74,15,71,74,68,84,3,70,0,-1,70,1,0,0,221634,139264,0,221634,0,0,0,0,0,1,221634,5,113149,0,167936,0,0,0,221634,0,0,221634,0,0,0,6,0,71,41,6,-5,221634,0,221634,2,4,0,0,366,0,-1,264192,68
113217,40,230,11900,255,20,255,1972,20,241,20,40,1,18,233,1,20,20,255,20,Damac FC,73,0,-1,0,212207,0,5,-1,30,0,2,4,0,3,0,0,20000,1,1,757,113060,0,1,68,1,68,68,66,42,2,65,1,-1,64,1,0,0,212207,4195584,0,212207,0,0,0,0,0,3,212207,2,113217,0,549120,0,0,0,254895,1,0,212207,0,0,0,1,0,67,64,4,3,219732,0,212207,9,3,0,0,316,0,-1,528640,66
113257,35,39,2450,250,30,250,2019,30,243,30,90,1,20,32,1,30,30,250,30,Odisha FC,26,0,-1,0,248297,0,4,-1,50,0,2,4,0,3,0,0,15000,0,1,774,114168,0,1,59,3,62,63,69,85,1,61,1,-1,60,1,0,0,248297,262656,0,248315,0,0,0,0,0,3,248315,9,113257,0,4211200,0,0,0,223760,0,0,248297,0,0,0,1,0,60,133,7,6,195620,0,248297,9,1,0,0,316,0,-1,525312,69
113297,117,55,3000,250,20,250,2014,20,238,20,201,1,13,218,1,20,20,250,20,Chennaiyin FC,100,0,-1,0,263224,0,5,-1,65,0,2,4,0,4,0,0,19484,0,1,728,113302,0,1,57,3,57,56,64,80,3,56,1,-1,57,1,0,0,263224,139328,0,248319,0,0,0,0,0,3,248319,5,113297,0,151616,0,0,0,264362,1,0,263224,0,2,0,1,0,58,133,5,6,204528,0,263224,9,2,0,0,316,0,-1,264256,64
113298,101,50,2500,39,88,255,2014,61,29,69,185,1,15,57,1,69,61,137,88,FC Goa,101,0,-1,0,189573,0,6,-1,50,0,2,4,0,4,0,0,18600,0,1,730,113300,0,1,63,3,61,63,63,73,1,59,1,-1,59,1,0,0,230132,263040,0,259648,0,0,0,0,0,2,230132,8,113298,0,4244352,0,0,0,223763,0,0,230132,0,0,0,1,0,61,133,9,6,189573,0,189573,9,3,0,0,316,0,-1,525696,63
113299,221,251,4000,181,95,91,2014,20,251,50,94,1,9,221,1,50,20,87,95,Kerala Blasters FC,94,0,-1,0,270741,0,6,-1,30,0,2,4,0,6,0,0,39000,0,1,721,113297,0,1,61,3,62,63,64,76,3,59,1,-1,59,1,0,0,258410,4202880,0,263683,0,0,0,0,0,2,263683,4,113299,0,577920,0,0,0,203902,1,0,270741,0,0,0,1,0,60,133,3,6,203902,0,270741,9,2,0,0,316,0,-1,526720,67
113300,108,80,6000,250,10,250,2014,10,80,10,202,1,19,108,1,10,10,250,10,Mumbai City FC,202,0,-1,0,203746,0,8,-1,65,0,2,4,0,4,0,0,7960,0,1,733,113298,0,1,60,3,62,60,66,72,1,63,0,-1,63,1,0,0,208602,131712,0,231932,0,0,0,0,1,2,231932,2,113300,0,180864,0,0,0,259730,0,0,259730,0,1,0,1,0,62,133,1,6,210947,0,203746,9,3,0,0,316,0,-1,263296,66
113301,10,10,1950,61,55,248,2019,20,10,20,10,1,17,10,1,20,20,202,55,Hyderabad FC,10,0,-1,0,277567,0,5,-1,30,0,2,4,0,2,0,0,30000,0,1,775,113300,0,1,56,3,54,54,56,78,1,49,1,-1,53,1,0,0,277567,4194944,0,277567,0,0,0,0,0,6,277567,9,113301,0,574080,0,0,0,270742,0,0,277567,0,1,0,1,0,56,133,8,6,75222,0,277567,9,1,0,0,316,0,-1,525440,56
113302,75,52,4000,250,88,250,2013,71,52,69,169,1,12,75,1,69,61,250,88,Bengaluru FC,169,0,-1,0,190939,0,7,-1,50,0,2,4,0,5,0,0,24000,0,1,726,113299,0,1,62,3,62,62,68,77,1,60,1,-1,60,1,0,0,190939,263040,0,214784,0,0,0,0,2,2,214784,6,113302,0,4244352,0,0,0,190939,1,0,190939,0,1,0,1,0,62,133,5,6,190939,0,190939,9,3,0,0,316,0,-1,525696,68
113378,55,218,7850,1,255,1,2011,255,255,30,76,1,45,255,1,255,30,1,30,Sepsi OSK,255,0,-1,0,248041,0,7,-1,65,0,2,4,0,3,0,0,8400,4,1,738,110750,0,1,66,3,67,67,65,25,1,68,1,-1,66,1,0,0,248041,131600,0,248041,0,0,0,0,2,3,208739,4,113378,0,180752,0,0,1,236963,0,0,208739,0,0,0,5,0,66,24,2,2,276076,0,208739,2,3,0,0,316,0,-1,263184,65
113458,87,30,10150,1,169,1,1907,169,130,169,153,1,59,150,1,169,169,1,169,IK Sirius,220,0,-1,0,231500,0,3,-1,50,0,2,4,0,2,0,0,10250,0,1,620,433,2,1,62,15,62,62,64,17,1,62,1,-1,62,1,0,0,231500,262660,0,231500,0,0,0,0,0,3,231500,6,113458,0,4227588,0,0,0,227837,0,0,231500,0,0,0,7,0,62,97,6,1,260193,0,231500,2,1,0,0,316,0,-1,525316,64
113459,40,20,4200,255,250,255,2003,250,20,250,100,1,63,40,1,250,250,255,250,Kristiansund BK,120,0,-1,0,228667,0,3,-1,30,0,2,4,0,2,0,0,4444,3,1,623,417,2,1,61,15,61,60,62,7,3,60,0,-1,61,1,0,0,228667,4202816,0,268920,0,0,0,0,0,2,268920,5,113459,0,545088,0,0,0,198642,0,0,228667,0,0,0,7,0,61,199,7,1,268920,0,228667,2,1,0,0,316,0,-1,526656,62
113616,5,236,5930,255,251,248,1902,248,0,13,13,1,15,0,1,255,236,251,5,Grazer AK,0,0,-1,0,244522,0,5,-1,50,0,2,4,0,1,0,0,16364,0,1,194,209,0,1,62,3,64,62,65,47,2,63,0,-1,65,1,0,0,239393,263168,0,244522,0,0,0,0,4,2,244522,4,113616,0,4202496,0,0,0,181731,1,0,244522,0,1,0,4,0,64,124,8,1,239393,0,244522,2,1,0,0,316,0,-1,528384,66
113746,0,255,10500,255,255,255,1971,255,255,255,0,1,1,1,1,255,255,255,255,Técnico Universitario,1,0,-1,0,253328,0,1,-1,50,0,2,4,0,2,0,0,16467,0,0,784,110981,0,1,65,15,65,65,65,-78,3,63,0,-1,63,0,1,0,253328,270352,0,70197,0,0,0,0,0,2,279770,3,113746,0,4198416,0,0,0,279770,1,0,253328,0,0,0,1,0,65,74,4,-5,253356,0,253328,7,1,0,0,316,0,-1,526352,65
113888,30,30,28000,250,250,250,1951,250,0,250,30,1,41,0,1,250,250,250,250,Qarabağ FK,139,0,-1,0,206436,0,10,-1,50,0,2,4,0,4,0,0,5800,0,1,959,280,0,0,69,3,69,69,70,49,1,67,1,-1,67,1,0,0,72868,262784,0,206436,0,0,0,0,8,4,206436,6,113888,0,4244096,0,0,0,72877,0,0,206436,0,11,0,5,0,69,110,7,3,72868,0,206436,9,3,0,0,316,0,-1,525440,70
113926,1,255,2430,255,50,255,1940,1,1,1,1,1,53,1,1,1,1,255,50,Salford City,1,0,-1,0,192319,0,6,-1,65,0,1,4,0,1,0,0,5106,4,0,753,1931,0,2,62,1,62,62,63,-2,1,61,0,-1,61,0,0,0,192319,131600,2,192319,0,0,0,0,0,2,192319,1,113926,0,131600,0,0,0,240446,0,0,192319,0,0,0,3,0,63,135,2,0,207828,0,192319,2,1,0,0,316,0,-1,263184,65
113973,129,0,21000,250,248,250,1911,248,7,248,253,1,45,93,1,248,248,250,248,Brescia,168,0,-1,0,202489,0,4,-1,50,0,2,4,0,2,0,0,16743,3,1,71,115845,0,1,66,3,68,66,63,10,2,69,2,-1,69,1,0,0,202489,263168,0,202489,0,0,0,0,0,2,202489,4,113973,0,4235264,0,0,0,202489,0,0,202489,0,0,0,4,0,67,169,7,1,202489,0,202489,2,1,0,0,316,0,-1,528384,63
113974,250,250,30000,30,30,30,1906,30,184,30,250,1,44,150,1,30,30,30,30,Spezia,60,0,-1,0,252290,0,6,-1,65,0,2,4,0,3,0,0,11676,0,1,260,110556,0,1,69,3,69,70,66,9,1,70,1,-1,68,1,0,0,252290,131584,0,252290,0,0,0,0,0,3,252290,4,113974,0,164352,0,0,0,239998,0,0,252290,0,0,0,4,0,68,169,3,1,252290,0,252290,2,1,0,0,316,0,-1,263168,67
113984,1,1,0,254,30,254,1873,30,12,30,94,2,55,12,2,30,30,254,30,Scotland Women,104,0,-1,0,245882,0,10,-1,30,0,2,4,0,0,0,0,52500,0,1,186,113002,0,1,78,1,76,78,75,-4,2,75,0,-1,75,0,0,0,245882,4195392,0,245882,1,0,0,0,0,4,245882,0,113984,0,548928,0,0,0,245875,0,0,245882,0,0,0,3,0,76,110,0,1,265277,0,245882,2,2,0,0,366,0,-1,528448,75
113996,200,125,0,250,30,250,1993,30,100,30,255,1,-34,175,1,30,30,250,30,Argentina Women,225,0,-1,0,246364,0,10,-1,50,0,1,4,0,0,0,0,72054,0,0,0,113010,0,1,68,1,69,68,72,-58,3,70,0,-1,70,1,1,0,246364,270336,0,269679,1,0,0,0,0,5,246364,0,113996,0,4231168,0,0,0,246364,0,0,246364,0,0,0,1,0,69,110,0,-3,246364,0,246364,7,1,0,0,316,0,-1,526336,72
114004,255,255,4390,255,115,40,1939,40,1,255,255,1,50,1,1,255,255,115,255,Stal Mielec,255,0,-1,0,251089,0,2,-1,30,0,2,4,0,2,0,0,7000,22,1,819,111083,0,1,65,1,65,66,70,21,2,65,1,-1,63,0,0,0,188062,4195328,0,251089,0,0,0,0,0,2,188062,3,114004,0,548864,0,0,1,188062,0,0,188062,0,2,0,5,0,64,127,9,1,199647,0,188062,2,1,0,0,316,0,-1,528384,74
114019,0,0,0,0,255,0,2000,255,0,255,0,1,0,0,1,255,255,0,255,Look Book Character Team,0,0,-1,0,1,4,5,-1,50,0,0,4,0,5,0,0,0,0,0,0,1318,0,0,29,0,41,29,61,0,0,30,0,-1,30,0,0,0,279951,0,0,279951,0,0,0,0,0,2,279951,5,114019,0,0,0,2,0,279951,1,0,1,0,0,0,0,0,41,6,5,0,279955,0,279951,2,5,0,0,316,0,-1,0,61
114023,1,1,6000,50,1,50,2017,1,4,1,1,1,-37,122,1,1,1,220,1,Western United FC,57,0,-1,0,278156,0,5,-1,65,0,2,4,0,1,0,0,30050,0,1,311,112224,0,2,60,1,62,59,61,144,3,63,2,-1,61,1,0,0,253663,139264,2,278156,0,0,0,0,0,4,278156,1,114023,0,135168,0,0,0,232596,0,0,278156,0,1,0,3,0,61,117,8,10,190644,0,278156,2,2,0,0,316,0,-1,264192,63
114046,161,50,0,97,255,2,2000,255,220,255,186,1,0,220,1,255,255,77,255,FUT Custom Team 19,220,0,-1,0,1,4,5,-1,50,0,0,4,0,5,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,5,114046,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,6,5,0,1,0,1,2,5,0,0,316,0,-1,0,0
114147,1,255,3800,255,255,255,2015,255,1,255,1,1,45,1,1,255,255,255,255,FC Hermannstadt,1,0,-1,0,235269,0,4,-1,30,0,2,4,0,3,0,0,14000,0,0,715,113378,0,1,65,1,65,67,66,24,2,63,0,-1,63,1,0,0,235269,4195472,0,235269,0,0,0,0,0,3,235269,3,114147,0,549008,0,0,0,247978,0,0,235269,0,0,0,5,0,65,24,8,2,252484,0,235269,2,1,0,0,316,0,-1,528528,66
114161,12,12,230000,64,110,0,2019,110,12,110,12,1,30,12,1,110,110,177,110,Austin FC,12,0,-1,0,221125,0,4,-1,30,0,2,4,0,3,0,0,20500,0,0,853,698,0,1,69,0,68,69,71,-97,2,66,0,-1,66,1,0,0,205895,4195392,0,221125,0,0,0,0,0,1,221125,3,114161,0,548928,0,0,0,205895,0,0,221125,0,0,0,6,0,68,41,9,-6,221125,0,221125,7,1,0,0,366,0,-1,528448,71
114162,232,236,180000,70,1,31,2017,1,236,1,58,1,36,232,1,1,1,22,1,Nashville SC,58,0,-1,0,210021,0,6,-1,30,0,2,4,0,5,0,2,30000,0,1,806,112885,2,1,68,15,68,68,71,-86,2,69,2,-1,69,1,0,0,210021,4195392,0,210021,0,0,0,0,0,3,210021,5,114162,0,532544,0,0,0,212591,0,0,210021,0,0,0,6,0,68,41,5,-6,210021,0,210021,2,2,0,0,316,0,-1,528448,71
114168,32,217,1600,250,95,250,2017,20,33,50,46,1,22,63,1,50,20,250,95,Jamshedpur FC,103,0,-1,0,278674,0,3,-1,50,0,2,4,0,2,0,0,24424,0,1,732,113146,0,1,54,3,58,53,62,86,3,56,1,-1,58,1,0,0,248318,270400,0,278674,0,0,0,0,0,6,248318,5,114168,0,4247616,0,0,0,261425,0,0,278674,0,0,0,1,0,58,133,5,6,245653,0,278674,9,1,0,0,316,0,-1,526400,62
114326,30,240,18000,193,255,52,1921,255,255,30,30,1,50,255,1,255,200,97,30,Raków Częstochowa,255,0,-1,0,254822,0,9,-1,65,0,1,4,0,4,0,0,5500,0,1,750,301,0,1,68,1,69,70,65,19,1,67,1,-1,67,1,0,0,222467,131712,0,254822,0,0,0,0,2,3,254822,1,114326,0,164480,0,0,0,254822,1,0,254822,0,1,0,5,0,68,127,1,1,222467,0,254822,2,3,0,0,316,0,-1,263296,65
114385,27,135,10700,12,255,12,1907,255,255,255,58,1,46,255,1,255,255,12,255,CFR Cluj,255,0,-1,0,199572,0,9,-1,65,0,2,4,0,4,0,0,22198,0,1,701,110751,0,1,65,3,66,66,68,23,1,66,1,-1,66,1,0,0,199572,131840,0,199572,0,0,0,0,4,3,199572,6,114385,0,148224,0,0,0,199572,0,0,199572,0,8,0,5,0,66,24,2,2,199572,0,199572,2,4,0,0,316,0,-1,263424,69
114393,255,255,3100,173,255,1,1923,255,1,255,255,1,50,1,1,255,255,82,255,Puszcza Niepołomice,1,0,-1,0,238578,0,1,-1,50,0,2,4,0,2,0,0,15016,0,1,934,110747,0,1,63,1,65,66,63,19,2,64,1,-1,63,1,0,0,226025,263232,0,226025,0,0,0,0,0,1,226025,3,114393,0,4218944,0,0,1,226025,1,0,238578,0,0,0,5,0,63,127,4,1,276727,0,238578,2,1,0,0,316,0,-1,528448,66
114510,232,255,17000,22,215,114,1920,215,136,215,0,1,38,64,1,215,215,5,215,Casa Pia,0,0,-1,0,262985,0,2,-1,30,0,2,4,0,1,0,0,7000,0,1,281,10020,0,1,68,1,69,68,69,-9,3,69,1,-1,69,1,0,0,262985,4202752,0,262985,0,0,0,0,0,2,269420,3,114510,0,528640,0,0,0,221750,0,0,262985,0,0,0,4,0,69,183,7,0,211561,0,262985,2,1,0,0,316,0,-1,526592,69
